ein,env,geo,tradeassoc,name,p3orgpur,fisyr,ntee1,nteecc,state,zip5,ntee2007a,tradeassoc
650598408,9,,,"FRIENDS OF THE MID-COUNTY LIBRARY, INC.",SUPPORT ROBERT MORGADE LIBRARY,2000,B,B11,FL,34992,B11,
591897084,9,,,"FRIENDS OF THE MONROE COUNTY PUBLIC LIBRARY IN KEY WEST, INC.",PROVIDES FOR ANY OF THE KEY WEST PUBLIC LIBRARY'S NEEDS AND PRODUCES SEMINARS FOR THE KEY WEST AREA..,1998,B,B11,FL,33040,B11,
412072614,9,,,FRIENDS OF THE MONROE PUBLIC LIBRARY,SUPPORT CITY OF MONROE LIBRARY,2003,B,B11,IA,50170,B11,
112648971,9,,,"FRIENDS OF THE MONTQUK LIBRARY, INC.",RAISE FUNDS FOR PUBLIC LIBRARY,1998,B,B11,NY,11954,B11,
10776235,9,,,Friends of the Morgan County Library,Fundraising for County Library support.,2003,B,B11,MO,65084,B11,
30356732,9,,,FRIENDS OF THE MORRILL HOMESTEAD,WORKS AS A PARTNER WITH THE VERMONT DIVISION FOR HISTORIC PRESERVATION TO FOSTER THE AWARENESS OF THE LIFE AND LEGACY OF SENATOR JUSTIN MORRILL AND TO PRESERVE AND RESTORE THE MORRILL HOMESTEAD.,1999,B,B11,VT,5072,A80,
920110295,9,,,FRIENDS OF THE MUNICIPALITY OF ANCHORAGE PUBLIC LIBRARIES,PROMOTE AND ENHANCE ANCHORAGE PUBLIC LIBRARIES.,1998,B,B11,AK,99503,B11,
223138423,9,,,"FRIENDS OF THE NANTUCKET ATHENEUM, INC.",SUPPORT OF NANTUCKET ATHENEUM,1998,B,B11,MA,2554,B11,
43490669,9,,,"Friends of the Nevins Memorial Library, Inc.",PROMOTE WIDER INTEREST IN THE NEVINS LIBRARY AND SUPPORT LIBRARY PROGRAMS,2002,B,B11,MA,1844,B11,
223359434,9,,,FRIENDS OF THE NEW BRUNSWICK FREE PUBLIC LIBRARY,SUPPORT OF PUBLIC LIBRARY ACTIVITIES,2003,B,B11,NJ,8901,B11,
592504339,9,,,Friends of the New Smyrna Beach Regional Library Inc.,Support of library services to community,2003,B,B11,FL,32168,B11,
522150523,9,,,FRIENDS OF THE OCEAN PINES LIBRARY,PUBLIC LIBRARY SUPPORT,2000,B,B11,MD,21811,B11,
363931889,9,,,FRIENDS OF THE PARK RIDGE LIBRARY,"FRIENDS OF THE PARK RIDGE LIBRARY, INC. IS AN ORGANIZATION FORMED TO MAINTAIN AN ASSOCIATION OF PERSONS INTERESTED IN BOOKS AND THEIR POWER. THE ORGANIZATION STRIVES TO INCREASE THE FACILITIES, SERVICES, AND USE OF THE PARK RIDGE LIBRARY LOCATED AT 20 S. PROSPECT IN PARK RIDGE, ILLINOIS. THE FUNDS RAISED BY THE FRIENDS ARE GIVEN TO THE LIBRARY TO SUPPORT THE CULTURAL AND EDUCATIONAL OPPORTUNITIES FOR THE COMMUNITIES IT SERVES.",1999,B,B11,IL,60068,B11,
237368565,9,,,FRIENDS OF THE PENSACOLA PUBLIC LIBRARY,SUPPORT OF PUBLIC LIBRARY,1999,B,B11,FL,32501,B11,
371342570,9,,,FRIENDS OF THE PEORIA PUBLIC LIBRARY,ASSISTING THE PEORIA PUBLIC LIBRARY,1998,B,B11,IL,61602,B11,
860337769,9,,,"FRIENDS OF THE PHOENIX PUBLIC LIBRARY, INC.",AUXILIARY SUPPORT FOR CITY PUBLIC LIBRARY,1998,B,B11,AZ,85004,B11,
752725732,9,,,FRIENDS OF THE PORTER HENDERSON LIBRARY AND WEST TEXAS COLLECTION,Support of West Writing in the Angelo State University Library,2002,B,B11,TX,76909,B11,
341493417,9,,,FRIENDS OF THE PORTER PUBLIC LIBRARY,SUPPORT OF PORTER PUBLIC LIBRARY,1998,B,B11,OH,44145,B11,
510252677,9,,,FRIENDS OF THE PORTSMOUTH PUBLIC LIBRARY,SUPPORT FOR PUBLIC LIBRARY,2002,B,B11,VA,23704,B11,
311606282,9,,,"FRIENDS OF THE PUBLIC LIBRARY OF ANNISTON-CALHOUN COUNTY, INC.",Supporting the public library,2001,B,B11,AL,36201,B11,
421370039,9,,,FRIENDS OF THE PUBLIC LIBRARY OF DES MOINES,PROMOTE AND SUPPORT THE PUBLIC LIBRARY OF DES MOINES,1998,B,B11,IA,50308,B11,
756022744,9,,,"FRIENDS OF THE PUBLIC LIBRARY, INC.","THE FRIENDS PAY FOR FURNITURE, EQUIPMENT, IMPROVEMENTS, ART WORK AND OTHER ITEMS FOR THE PUBLIC LIBRARY. ALSO PURCHASES COMPUTER SOFTWARE, PUBLICATIONS, SUBSCRIPTIONS, & SUPPLIES FOR DIFFERENT DEPARTMENTS. THE OBJECTIVE OF THE FRIENDS ORGANIZATION IS TO PROVIDE FUNDS FOR ITEMS NOT PAID BY THE COUNTY.",1998,B,B11,TX,79701,B11,
43097805,9,,,"FRIENDS OF THE READING PUBLIC LIBRARY, INC.",SUPPORT THE READING PUBLIC LIBRARY,1998,B,B11,MA,1867,A70,
546040167,9,,,FRIENDS OF THE RICHMOND PUBLIC LIBRARY,TO SUPPORT THE RICHMOND PUBLIC LIBRARY,1998,B,B11,VA,23219,B11,
222313180,9,,,FRIENDS OF THE RIDGEWOOD LIBRARY,SUPPORT FOR RIDGEWOOD PUBLIC LIBRARY,1999,B,B11,NJ,7450,B11,
431541220,9,,,FRIENDS OF THE RIVER BLUFFS REGIONAL LIBRARY,"SECTION 1. THE PURPOSE OF THIS ORGANIZATION SHALL BE TO MAINTAIN AN ASSOCIATION OF PERSONS AND GROUPS INTERESTED IN THE RIVER BLUFFS REGIONAL LIBRARY; TO FOCUS PUBLIC ATTENTION ON LIBRARY SERVICES, FACILITIES, AND NEEDS; TO STIMULATE THE USE OF THE LIBRARY'S RESOURCES AND SERVICES; TO ENCOURAGE GIFTS, BEQUESTS, AND MEMORIALS TO THE LIBRARY; TO RAISE FUNDS; TO ACT AS AN ADVOCATE ON THE LOCAL, STATE, AND FEDERAL LEVELS; AND TO RECEIVE AND ADMINISTER SUCH FUNDS AS MAY BE DONATED FOR THESE PURPOSES.",1999,B,B11,MO,64501,B11,
160834737,9,,,FRIENDS OF THE ROCHESTER PUBLIC LIBRARY,SUPPORT & PROMOTION OF PUBLIC LIBRARY,1998,B,B11,NY,14604,B11,
521376571,9,,,"FRIENDS OF THE RT ARNOLD LIBRARY, INC",TO RAISE MONEY TO SUPPORT THE LOCAL PUBLIC LIBRARY.,1998,B,B11,VA,23970,B11,
542056672,9,,,FRIENDS OF THE RURAL RETREAT PUBLIC LIBRARY INC,Library Services Support,2002,B,B11,VA,24368,B11,
930798455,9,,,FRIENDS OF THE SALEM PUBLIC LIBRARY,"TO PROVIDE EDUCATIONAL SERVICES FOR THE COMMUNITY, INCREASE LITERACY, AND PROVIDE FINANCIAL SUPPORT FOR THE PUBLIC LIBRARY.",2000,B,B11,OR,97309,B11,
746063442,9,,,"FRIENDS OF THE SAN ANTONIO PUBLIC LIBRARY, INC.",SUPPORT SAN ANTONIO PUBLIC LIBRARY SYSTEM,1998,B,B11,TX,78283,B11,
237244791,9,,,"FRIENDS OF THE SAN JOSE PUBLIC LIBRARY, INC.","TO SUPPORT THE SAN JOSE PUBLIC LIBRARY SYSTEM; TO EDUCATE AND INFORM THE PUBLIC OF LIBRARY SERVICES & NEEDS; TO RAISE FUNDS FOR THE LIBRARY, ETC.",2002,B,B11,CA,95112,B11,
951976391,9,,,FRIENDS OF THE SAN MARINO PUBLIC LIBRARY,PURCHASES FOR LIBRARY,1998,B,B11,CA,91108,B11,
680319825,9,,,FRIENDS OF THE SAN RAFAEL PUBLIC LIBRARY,IN SERVING THE ENTIRE COMMUNITY,1998,B,B11,CA,94901,B11,
953750240,9,,,FRIENDS OF THE SANTA MARIA PUBLIC LIBRARY,PROMOTE AND SUPPLEMENT LIBRARY,1998,B,B11,CA,93454,B11,
136129321,9,,,FRIENDS OF THE SCARSDALE LIBRARY,SUPPORT LIBRARY & EDUCATION,1998,B,B11,NY,10583,B11,
866054626,9,,,"FRIENDS OF THE SEDONA LIBRARY, INC.",RAISE FUNDS FOR THE SEDONA PUBLIC LIBRARY,1999,B,B11,AZ,86339,B11,
756037862,9,,,FRIENDS OF THE SHERMAN PUBLIC LIBRARY INC.,AUXILIARY TO PUBLIC LIBRARY,1998,B,B11,TX,75091,B11,
237123869,9,,,FRIENDS OF THE ST. HELENA PUBLIC LIBRARY,IMPROVE AWARENESS OF LIBRARY,1998,B,B11,CA,94574,B11,
621577053,9,,,FRIENDS OF THE TELLIEO VILLAGE LIBRARY,TO SUPPORT & PROMOTE SERVICES OF THE TELLICO VILLAGE LIBRARY,1998,B,B11,TN,37774,B11,
741444822,9,,,FRIENDS OF THE TEXAS MEDICAL CENTER LIBRARY,PROVIDE FINANCIAL SUPPORT TO TMC LIBRARY,1998,B,B11,TX,77030,B11,
311590693,9,,,FRIENDS OF THE TEXAS MEDICAL CENTER LIBRARY,PROVIDE FINANCIAL SUPPORT TO TMC LIBRARY,1999,B,B11,TX,77030,B11,
770163850,9,,,FRIENDS OF THE THOUSAND OAKS LIBRARY,LIBRARY SUPPORT & BOOKS,1998,B,B11,CA,91362,B11,
351837922,9,,,FRIENDS OF THE TIPPECANOE COUNTY,AID COUNTY LIBRARY,1999,B,B11,IN,47901,B11,
42721561,9,,,"FRIENDS OF THE TOPSFIELD LIBRARY, INC.",PROGRAMS AT TOPSFIELD LIBRARY,2001,B,B11,MA,1983,B11,
386091389,9,,,FRIENDS OF THE TROY PUBLIC LIBRARY,EXTEND AND IMPROVE LIBRARY SERVICES AND RESOURCES,1999,B,B11,MI,48099,B11,
956110193,9,,,FRIENDS OF THE U C S D LIBRARIES UNIVERSITY LIBRARY MAIL CODE 01758,SUPPORT OF UCSD LIBRARIES,1998,B,B11,CA,92093,B11,
956209174,9,,,FRIENDS OF THE UCSB LIBRARY,"SUPPORT THE UCSB LIBRARY BY CONTRIBUTIONS, ACTIVITIES, INCREASING AWARENESS, AND ENCOURAGING DONATIONS OF MONEY AND APPROPRIATE BOOK, ETC., COLLECTIONS.",1998,B,B11,CA,93117,B11,
133967912,9,,,Friends of the University of Navarra,Support for the University of Navarra,2002,B,B11,DC,20008,B11,
942838248,9,,,FRIENDS OF THE UNIVERSITY OF THE PHILIPPINES FOUNDATION OF AMERICA,"TO PROMOTE THE GROWTH AND DEVELOPMENT OF COLLEGIATE AND GRADUATE EDUCATION AND SCHOLARSHIPS, AND TO FOSTER UNDERSTANDING & GOOD RELATION WITH US INST.",1998,B,B11,MO,64141,Q11,
311063119,9,,,FRIENDS OF THE UPPER ARLINGTON LIBRARY,SUPPORT THE UPPER ARLINGTON LIBRARY,1998,B,B11,OH,43221,B11,
562129708,9,,,FRIENDS OF THE VASS LIBRARY FOUNDATION A VETERANS MEMORIAL,PROVIDE A FREE PUBLIC LIBRARY,2000,B,B11,NC,28394,A70,
237169321,9,,,"FRIENDS OF THE VICTORIA BRONLE PUBLIC LIBRARY, INC",PROVIDE FUNDS FOR PUBLIC LIBRARY.,1999,B,B11,TX,77901,B11,
30363268,9,,,FRIENDS OF THE WARDSBORO LIBRARY INC,SUPPORT PUBLIC LIBRARY OPERATIONS,2000,B,B11,VT,5355,B11,
42749814,9,,,"FRIENDS OF THE WELLESLEY FREE LIBRARIES, INC.",ENHANCE LIBRARY SERVICES,1998,B,B11,MA,2482,B11,
911347496,9,,,FRIENDS OF THE WESTPORT TIMBERLAND LIBRARY,TO EXPAND PHYSICAL PLANT OF WESTPORT LIBRARY,2003,B,B11,WA,98595,B11,
753050123,9,,,"Friends of the Whitehall Community Library, Inc.",Public Library,2002,B,B11,MT,59759,B11,
237293611,9,,,FRIENDS OF THE WHITTIER PUBLIC LIBRARY,PROVIDE FUNDS FOR THE LIBRARY,1998,B,B11,CA,90602,B11,
486129915,9,,,FRIENDS OF THE WICHITA PUBLIC LIBRARY,RAISE FUNDS FOR THE WICHITA PUBLIC LIBRARY,1998,B,B11,KS,67202,B11,
43134192,9,,,FRIENDS OF THE WILLIAMS MIDDLE SCHOOL,PROVIDE STUDENT ACTIVITIES AND PROGRAMS.,1998,B,B11,MA,2324,B11,
42748213,9,,,"FRIENDS OF THE WINCHESTER PUBLIC LIBRARY, INC.","TO PROVIDE READING PROGRAMS FOR ADULTS AND CHILDREN; ORGANIZE PERFORMANCES & ACTIVITIES, INCLUDING BOOK SALES AND NEWSLETTER; PURCHASE LIBRARY SUPPLIES AND SUPPORT LIBRARY RENOVATIONS AND GENERAL ENHANCEMENT OF STRUCTURAL COMPONENTS OF LIBRARY.",1998,B,B11,MA,1890,B11,
810611775,9,,,FRIENDS OF THE WOODLAWN LIBRARY,FUNDRAISING FOR DEVELOPMENT OF THE WOODLAWN LIBRARY,2002,B,B11,DE,19805,B11,
42608388,9,,,"FRIENDS OF THE WORCESTER FREE PUBLIC LIBRARY, INC.","SUPPORT THE WORCESTER PUBLIC LIBRARY THROUGH PROGRAMS, PUBLICITY & MATERIALS",1999,B,B11,MA,1608,B11,
156023223,9,,,FRIENDS OF TOMPKINS COUNTY PUBLIC LIBRARY,EDUCATION AND PUBLIC LIBRARIES,1998,B,B11,NY,14850,B11,
363368687,9,,,FRIENDS OF ULPANA GIRLS ACADEMY,GRANTS TO SCHOOLS,1998,B,B11,IL,60605,B11,
222721692,9,,,FRIENDS OF WALTHAM PUBLIC LIBRARY,SERVICES TO LIBRARY,1998,B,B11,MA,2154,B11,
562020875,9,,,FRIENDS OF WESTERN CARTERET PUBLIC LIBRARY,SUPPORT LOCAL LIBRARY,1999,B,B11,NC,28594,B11,
237067648,9,,,FRIENDS OF YGNACIO VALLEY LIBRARY,AIDING THE LOCAL PUBLIC LIBRARIES.,1998,B,B11,CA,94598,B11,
300127177,9,,,FRIENDS OF ZAHIRA'S SCHOOLS,TO SUPPORT AND REBUILD GIRLS SCHOOLS IN AFGHANISTAN.,2003,B,B11,DC,20037,Q34,
237024244,9,,,FRIENDS SCHENECTADY COUNTY PUB. LIBRARY,SUPPORT OF LIBRARY FUNCTIONS,1998,B,B11,NY,12305,B11,
760447965,9,,,FRIENDSWOOD CHRISTIAN SCHOOL,CHRISTIAN EDUCATION FOR CHILDREN,1999,B,B11,TX,77549,B20,
760473778,9,,,FRIENDSWOOD FILLIES DRILL/DANCE TEAM BOOSTER CLUB,SUPPORT YOUTH DRILL/DANCE TEAM,2003,B,B11,TX,77549,N60,
721524256,9,,,FRONTIER ACADEMY FOUNDATION,"THE CORPORATION IS ORGANIZED FOR THE SPECIFIC PURPOSE OF RECEIVING, MAINTAINING AND ADMINISTERING A FUND OR FUNDS FROM GIFTS, BEQUESTS, AND DEVICES OF REAL OR PERSONAL PROPERTY, OR BOTH, BY USING AND DISBURSING THE WHOLE OR ANY PART OF THE INCOME THERE FR",2002,B,B11,CO,80631,B11,
341933999,9,,,FUCHS MIZRACHI SCHOOL ENDOWMENT FUND,Rehabilitation of probationers and parolees,2001,B,B11,OH,44118,B11,
836015259,9,,,FULMER LIBRARY FUND,SUPPORT COUNTY PUBLIC LIBRARY,1998,B,B11,WY,82801,B11,
581680963,9,,,FULTON EDUCATION FOUNDATION INC.,"TO CREATE AN ENVIRONMENT THAT MAXIMIZES STUDENT ACHIEVEMENT. ALSO, TO ASSIST THE FULTON COUNTY SCHOOL SYSTEM TO CONTINUE ITS TRADITION OF EXCELLENCE BY ESTABLISHING AND SUPPORTING PROGRAMS DESIGNED TO REWARD INNOVATION IN THE CLASSROOM; PROMOTE OUTSTANDING TEACHING; BUILD BUSINESS AND COMMUNITY RELATIONSHIPS; RECOGNIZE OUTSTANDING EMPLOYEES AND TO GENERATE FINANCIAL, HUMAN AND IN KIND RESOURCES.",1999,B,B11,GA,30315,B11,
546038754,9,,,"FUND FOR PODIATRIC MEDICAL EDUCATION, INC.",PROMOTING AND EDUCATING THE PODIATRY PROFESSION THROUGH THE PROVISION OF FINANCIAL AID TO STUDENTS OF PODIATRIC MEDICAL EDUCATION.,1998,B,B11,MD,20814,B82,
236265039,9,,,G BICKEL I/W FBQ UNIV OF PA 1513944109 111,SUPPORTING ORGANIZATION,1998,B,B11,PA,19109,B43,
260025146,9,,,G RICHARD & SUZANNE L QUERY FOUNDATION INC,"The purpose of the foundation is to support churches, seminaries, and colleges qualified under Section 501(c)3 of the Internal Revenue Code",2001,B,B11,SC,29464,T30,
586073474,9,,,"GAINESVILLE COLLEGE FOUNDATION, INC.",PROVIDING SCHOLARSHIPS TO STUDENTS,1998,B,B11,GA,30503,B82,
592508524,9,,,GAITHER HIGH SCHOOL ATHLETIC BOOSTER CLUB INC,FUNDING & SUPPORT FOR SCHOOL ATH,2002,B,B11,FL,33618,B11,
592508529,9,,,"GAITHER HIGH SCHOOL ATHLETIC BOOSTER CLUB, INC",PROVIDE FUNDING TO SUPPORT HIGH SCHOOL,1998,B,B11,FL,33618,B11,
371202043,9,,,GALESBURG ATHLETIC BOOSTER CLUB,SUPPORT - GALESBURG CUSD #205,1998,B,B11,IL,61402,B11,
251203133,9,,,Galeton Public Library,PUBLIC LIBRARY,2002,B,B11,PA,16922,B11,
300108354,9,,,"GALVESTON INDEPENDENT SCHOOL DISTRICT EDUCATIONAL FOUNDATION, INC.",TO PROMOTE AND ENHANCE QUALITY EDUCATION IN THE GALVESTON INDEPENDENT SCHOOL DISTRICT,2003,B,B11,TX,77550,B12,
742704550,9,,,GARDEN PLACE ACADEMY PARENT TEACHER ASSOC.,Charitable activities serving youth,2001,B,B11,CO,80216,B94,
341287064,9,,,"GARFIELD HTS HIGH SCHOOL BOOSTERS CLUB, INC.",ATHLETIC PROGRAM SUPPORT,1998,B,B11,OH,44125,B11,
133967767,9,,,"GATTEGNO FOUNDATION FOR EDUCATION, INC.",FURTHER GATTEGNO APPROACH TO HUMAN LEARNING,1998,B,B11,NY,11215,Q30,
760706803,9,,,Geary Community Schools Foundation,Educational Support for U.S.D. #475,2003,B,B11,KS,66441,B11,
300098662,9,,,Geneseo School Fac En Foundation,PROVIDING SCHOOL FACILITIES,2003,B,B11,IL,61254,B11,
340296219,9,,,Geneva Athletic Boosters,SUPPORT GENEVA SCHOOL ATHLETICS,2002,B,B11,OH,44041,N11,
386053114,9,,,"GENEVIEVE R. JONES STUDENTS' FUND BATTLE CREEK SCHOOL DISTRICT, TRUSTEE",PROVIDE ASSISTANCE TO UNDER-PRIVILEGED CHILDREN OF PUBLIC SCHOOL AGE RESIDING IN THE CITY OF BATTLE CREEK OR ATTENDING ITS PUBLIC SCHOOLS.,1998,B,B11,MI,49017,B82,
386053113,9,,,"GENEVIEVE R. JONES TEACHERS' FUND BATTLE CREEK SCHOOL DISTRICT, TRUSTEE","AID EMPLOYEES IN ADVANCED STUDY, IN TRAVEL OR IN OTHER ACTIVITIES INTENDED TO BETTER FIT THEM FOR THEIR SERVICE TO THE BATTLE CREEK SCHOOLS.",1998,B,B11,MI,49017,B11,
46313423,9,,,GEORGE C ARVEDSON MEMBRIAL FUND,SUPPORT FOR HARVARD LAW SCHOOL,1998,B,B11,PA,19103,B11,
946095291,9,,,GEORGE C. JACOBS TRUST 810438,EDUCATIONAL BENEFITS.,1998,B,B11,CA,94163,B11,
956286657,9,,,GEORGE CASTERA CHARITABLE TRUST (206-2114010) BANK OF AMERICA NT & SA. TRUSTEE,SUPPORTING A SECTION 509 (A) (1) PU,1998,B,B11,CA,90051,B11,
412085058,9,,,George Dawson Middle School - Parent Student Teacher Organization,Support DMS students and staff,2003,B,B11,TX,76092,B94,
593235070,9,,,"GEORGE JENKINS HIGH SCHOOL BAND BOOSTERS, INC",TO PROMOTE MUSIC EDUCATION.,1998,B,B11,FL,33813,B11,
476038897,9,,,GEORGE W HOLMES ARTICLE VI TRUST #58041140,DISTRIBUTION OF INCOME,1998,B,B11,MN,55164,T90,
367005498,9,,,GEORGE WILLIAMS COLLEGE TRUST,GEORGE WILLIAMS COLLEGE TRUST'S PRIMARY EXEMPT PURPOSE IS TO SUPPORT THE GEORGE WILLIAMS COLLEGE EDUCATIONAL CENTER AND AURORA UNIVERSITY.,1998,B,B11,IL,60506,B11,
16008577,9,,,GEORGE WINFIELD TREAT MEMORIAL LIBRARY FOUNDATION,PUBLIC LIBRARY,1998,B,B11,ME,4254,B70,
311574947,9,,,GEORGETOWN UNIVERSITV SELF INSURANCE TR U/A 70951,"THE PURPOSE OF THIS TRUST IS TO ESTABLISH FOR GEORGETOWN UNIVERSITY, A 501 (C) (3) CORPORATION, A FUND AND A MECHANISM FOR PAYING ALL CLAIMS, INCLUDING BUT NOT LIMITED TO PROPERTY LOSSES, GENERAL LIABILITY CLAIMS AUTO LIABILITY CLAIMS, WORKERS' COMPENSATION CLAIMS, U.S. LONGSHOREMEN AND HARBOR WORKERS COMPENSATION ACT CLAIMS, MARITIME (JONES ACT) CLAIMS, AS WELL AS ASSOCIATED PROFESSIONAL, LEGAL, AND ADMINISTRATIVE COSTS, ARISING AGAINST GU ON A SELF-INSURANCE BASIS, IN ACCORDANCE WITH APPLICABLE",1998,B,B11,MD,21201,B11,
996016793,9,,,GEORGIA AUGUSTA UNIVERSITAT GOTTINGEN,PROVIDE SUPPORT AND FUNDING TO THE UNIVERSITY OF GOTTINGEN,1998,B,B11,HI,96802,B11,
300138452,9,,,"Georgia Cheerleading Academy Booster Club, Inc",amateur youth cheerleading teaching&coaching&instruction,2003,B,B11,GA,30132,N60,
586043293,9,,,GEORGIA STATE UNIVERSITY ATHLETIC ASSN.,GSUAA AWARDED STUDENTS WITH ATHLETIC SCHOLARSHIPS AND PROVIDED OPERATING FUNDS FOR ATHLETIC SPORTS & RELATED ACTIVITIES.,1998,B,B11,GA,30302,B11,
521977461,9,,,GERMAN-AMERICAN ACADEMIC COUNCIL FDN USA,BILATERAL ACADEMIC COLLABORATION,1999,B,B11,DC,20007,B11,
581325629,9,,,GHG CONSTRUCTION CORPORATION,EDUCATIONAL,1998,B,B11,NC,27282,B11,
593388687,9,,,"GHS BAND & GUARD BOOSTERS, INC.",FURTHERANCE OF HIGH SCHOOL STUDENTS EDUCATION IN USE OF MUSICAL INSTRUMENTS AND AUXILIARY PERFORMANCE WITH TRAINING IN DISCIPLINE AND TEAMWORK.,1998,B,B11,FL,32609,B11,
680418579,9,,,GHS FOUNDATION,ORGANIZATION ESTABLISHED TO ACT AS A PTA TYPE ORGANIZATION FOR GOLDEN HILLS SCHOOL LOCATED IN EL DORADO HILLS CALIFORNIA. THE ORGANIZATIONS GOAL IS TO PROVIDE STRUCTURE AND ORGANIZATION ALLOWING THE PARENTS AND TEACHER TO ACCOMPLISH THE SHARED GOAL OF ENHANCING THE EDUCATION OF STUDENTS. GHS FOUNDATION ACTIVELY RAISES FUNDS TO PROVIDE FOR EDUCATIONAL AND RECREATIONAL ACTIVITIES FOR THE STUDENT POPULATION.,1999,B,B11,CA,95762,B11,
731537394,9,,,GIFTS FOR HUMANITY INC.,INDEPENDENT LIBRARY,2003,B,B11,OK,74553,B70,
237816175,9,,,GLATFELTER SCHOLARSHIP FOUNDATION,"TO PROVIDE FUNDING FOR COLLEGE SCHOLARSHIPS FOR RESIDENTS OF SPRING GROVE, PA FUNDS ARE DISTRIBUTED TO THE SPRING GROVE AREA SCHOLARSHIP FOUNDATION.",1999,B,B11,PA,19103,B82,
311457595,9,,,Glen Este Athletics Boosters,Promotion of sportsmanship,2001,B,B11,OH,45103,N11,
866203190,9,,,"GLEN STACEY MEMORIAL FUND 0900412100 WELLS FARGO BANK, N.A.",FUND SERVICES FOR THE BLIND,1998,B,B11,AZ,85072,B11,
237169816,9,,,GLENDORA HIGH SCHOOL BAND BOOSTER CLUB,SUPPORT BAND & PAGEANTRY ACTIVITIES,1998,B,B11,CA,91740,B11,
521279545,9,,,"GLENELG HIGH SCHOOL/BOOSTERS CLUB, INC.",CONTRIBUTIONS TO PUBLIC HIGH SCHOOL,1998,B,B11,MD,21737,B11,
810595577,9,,,GLENOAK ADULT BOOSTER CLUB INC.,"The organization's primary exempt purpose is to bring together parents, students and friends of GlenOak Local Schools to support the staff and students of GlenOak in their athletic, academic and social activities",2003,B,B11,OH,44709,B11,
954354751,9,,,GLENOAKS ELEMENTARY SCHOOL FOUNDATION,EDUCATIONAL SUPPORT,1998,B,B11,CA,91226,B11,
556021123,9,,,"GLENVILLE STATE COLLEGE, ALUMNI FOUNDATION INC.",PROVIDE SCHOLARSHIPS,1998,B,B11,WV,26351,B84,
236715527,9,,,"GLESSNER T/W DICKINS THE DROVERS & MECHANICS BANK, TRUSTEE",AWARDING OF SCHOLARSHIPS,2000,B,B11,PA,17405,B11,
134059911,9,,,"GLOBAL RISK MANAGEMENT INSTITUTE, INC.",THE INSTITUTE ENGAGES IN ACTIVITIES THAT SUPPORT AND ENCOURGE THE ADVANCEMENT OF THE STUDY OF ANY SUBJECTS ON RISK MANAGEMENT AND INCREASE THE QUALIFICATIONS OF RISK MANAGEMENT PROFESSIONALS IN BUSINESS INDUSTRIES.,1999,B,B11,NY,10017,Q02,
311684336,9,,,GOAL LINERS INC.,"CHARITABLE, RELIGIOUS, EDUCATIONAL PURPOSES",2000,B,B11,OH,44484,N60,
311815856,9,,,"Golden Eagle Booster Club, Inc",to support Staunton River Middle and High Schools,2002,B,B11,VA,24179,B11,
710548222,9,,,GOLDEN LION FOUNDATION,TO SUPPORT THE UNIVERSITY UAP,2003,B,B11,AR,71613,B11,
752949514,9,,,GOLDEN PRIDE BAND BOOSTERS,To provide one time scholarships for eligible band members,2002,Z,B11,TX,76033,B11,
770223008,9,,,GOLETA EDUCATION FOUNDATION,SUPPORT SCHOOL PROGRAMS,1999,B,B11,CA,93116,B11,
570744217,9,,,"GOOSE CREEK HIGH SCHOOL BAND BOOSTERS, INC.",Support of the HS marching band,2003,B,B11,SC,29445,B11,
352148659,9,,,Goshen Hoops Booster Club,Support Goshen Boys Basketball,2003,B,B11,IN,46526,N62,
131959401,9,,,GOVERNORS COMMITTEE ON SCHOLASTIC ACHIEVEMENT,"THE COMMITTEE PROVIDES COLLEGE TUITION SCHOLARSHIP GRANTS TO NEEDY, QUALIFIED STUDENTS OF NEW YORK CITY.",1998,B,B11,NY,10016,B82,
640898715,9,,,GRACE CHRISTIAN SCHOOLS INC,OPERATING A PRIVATE SCHOOL,2000,B,B11,MS,39569,B20,
366908985,9,,,GRACE P. ROSE CHARITABLE TRUST BANK OF AMERICA N.A.,GRANTS TO CHARITABLE ORGANIZATIONS,1999,B,B11,IL,60697,B11,
232454963,9,,,GRADUATE HOSP DEPT OF MED ED & RES FOUND,CONDUCTS RESEARCH AND EDUCATIONAL ACTIVITIES RELATED TO MEDICAL EDUCATION AND TO ADMINISTER PHYSICIAN PRACTICE ACTIVITIES,1998,B,B11,PA,19146,B11,
61548495,9,,,"GRADUATION NIGHT, INC.",TO PROVIDE A NIGHT OF ACTIVITIES TO THE GRADUATING STUDENTS OF OLD SAYBROOK HIGH SCHOOL. THIS AFFAIR WILL BE AN ANNUAL EVENT OCCURRING ON THE NIGHT OF GRADUATION AND WILL CONSIST OF ENTER-TAINMENT AND ACTIVITIES NECESSARY TO PROVIDE A SAFE GRADUATION NIGH,2003,B,B11,CT,6475,B11,
636049386,9,,,GRAHAM PERDUE FDN FBO UNIV. OF GEORGIA 27-5808-00-4,UNIVERSITY OF GEORGIA SCIENTIFIC RESEARCH.,1998,B,B11,AL,35202,B11,
621863638,9,,,GRAHAMWOOD PARENTS ASSOCIATION INC,To Support Grahamwood Elementary School,2002,B,B11,TN,38122,B11,
752267010,9,,,GRANBURY BAND CLUB,SUPPORTING & ENHANCING SCHOOL BAND ACTIVITIES,2003,B,B11,TX,76048,B11,
